"order_date","order_year","order_month","emp_id","emp_name","supervisor","product_id","product_name","unit_sold","price_per_unit","total_sales"
"2019-01-02","2019","2019-01","10001","EMP-1","Supervisor-1","P10017","Product-17","155","116","17980"
"2019-01-02","2019","2019-01","10002","EMP-2","Supervisor-1","P10002","Product-2","203","114","23142"
"2019-01-02","2019","2019-01","10002","EMP-2","Supervisor-1","P10010","Product-10","103","55","5665"
"2019-01-02","2019","2019-01","10003","EMP-3","Supervisor-1","P10001","Product-1","72","60","4320"
"2019-01-02","2019","2019-01","10003","EMP-3","Supervisor-1","P10011","Product-11","163","23","3749"
"2019-01-02","2019","2019-01","10003","EMP-3","Supervisor-1","P10019","Product-19","245","79","19355"
"2019-01-02","2019","2019-01","10004","EMP-4","Supervisor-1","P10010","Product-10","300","55","16500"
"2019-01-02","2019","2019-01","10004","EMP-4","Supervisor-1","P10021","Product-21","199","141","28059"
"2019-01-02","2019","2019-01","10005","EMP-5","Supervisor-1","P10009","Product-9","92","73","6716"
"2019-01-02","2019","2019-01","10005","EMP-5","Supervisor-1","P10027","Product-27","150","139","20850"
"2019-01-02","2019","2019-01","10005","EMP-5","Supervisor-1","P10030","Product-30","151","20","3020"
"2019-01-02","2019","2019-01","10006","EMP-6","Supervisor-1","P10006","Product-6","160","113","18080"
"2019-01-02","2019","2019-01","10006","EMP-6","Supervisor-1","P10015","Product-15","125","122","15250"
"2019-01-02","2019","2019-01","10006","EMP-6","Supervisor-1","P10015","Product-15","84","122","10248"
"2019-01-02","2019","2019-01","10006","EMP-6","Supervisor-1","P10015","Product-15","75","122","9150"
"2019-01-02","2019","2019-01","10006","EMP-6","Supervisor-1","P10019","Product-19","171","79","13509"
"2019-01-02","2019","2019-01","10006","EMP-6","Supervisor-1","P10029","Product-29","169","129","21801"
"2019-01-02","2019","2019-01","10007","EMP-7","Supervisor-2","P10004","Product-4","153","84","12852"
"2019-01-02","2019","2019-01","10007","EMP-7","Supervisor-2","P10007","Product-7","101","145","14645"
"2019-01-02","2019","2019-01","10007","EMP-7","Supervisor-2","P10022","Product-22","196","87","17052"
"2019-01-02","2019","2019-01","10007","EMP-7","Supervisor-2","P10022","Product-22","68","87","5916"
"2019-01-02","2019","2019-01","10007","EMP-7","Supervisor-2","P10027","Product-27","297","139","41283"
"2019-01-02","2019","2019-01","10008","EMP-8","Supervisor-2","P10010","Product-10","293","55","16115"
"2019-01-02","2019","2019-01","10008","EMP-8","Supervisor-2","P10015","Product-15","263","122","32086"
"2019-01-02","2019","2019-01","10008","EMP-8","Supervisor-2","P10016","Product-16","266","92","24472"
"2019-01-02","2019","2019-01","10008","EMP-8","Supervisor-2","P10018","Product-18","252","29","7308"
"2019-01-02","2019","2019-01","10008","EMP-8","Supervisor-2","P10027","Product-27","234","139","32526"
"2019-01-02","2019","2019-01","10009","EMP-9","Supervisor-2","P10008","Product-8","255","68","17340"
"2019-01-02","2019","2019-01","10009","EMP-9","Supervisor-2","P10008","Product-8","178","68","12104"
"2019-01-02","2019","2019-01","10009","EMP-9","Supervisor-2","P10008","Product-8","112","68","7616"
"2019-01-02","2019","2019-01","10009","EMP-9","Supervisor-2","P10012","Product-12","70","88","6160"
"2019-01-02","2019","2019-01","10009","EMP-9","Supervisor-2","P10015","Product-15","113","122","13786"
"2019-01-02","2019","2019-01","10009","EMP-9","Supervisor-2","P10021","Product-21","170","141","23970"
"2019-01-02","2019","2019-01","10009","EMP-9","Supervisor-2","P10023","Product-23","93","23","2139"
"2019-01-02","2019","2019-01","10010","EMP-10","Supervisor-2","P10005","Product-5","116","44","5104"
"2019-01-02","2019","2019-01","10011","EMP-11","Supervisor-3","P10015","Product-15","67","122","8174"
"2019-01-02","2019","2019-01","10011","EMP-11","Supervisor-3","P10026","Product-26","280","110","30800"
"2019-01-02","2019","2019-01","10012","EMP-12","Supervisor-3","P10002","Product-2","297","114","33858"
"2019-01-02","2019","2019-01","10012","EMP-12","Supervisor-3","P10007","Product-7","295","145","42775"
"2019-01-02","2019","2019-01","10013","EMP-13","Supervisor-3","P10029","Product-29","170","129","21930"
"2019-01-02","2019","2019-01","10014","EMP-14","Supervisor-3","P10004","Product-4","225","84","18900"
"2019-01-02","2019","2019-01","10014","EMP-14","Supervisor-3","P10026","Product-26","179","110","19690"
"2019-01-02","2019","2019-01","10015","EMP-15","Supervisor-3","P10006","Product-6","181","113","20453"
"2019-01-02","2019","2019-01","10015","EMP-15","Supervisor-3","P10008","Product-8","76","68","5168"
"2019-01-02","2019","2019-01","10015","EMP-15","Supervisor-3","P10030","Product-30","102","20","2040"
"2019-01-02","2019","2019-01","10016","EMP-16","Supervisor-4","P10027","Product-27","103","139","14317"
"2019-01-02","2019","2019-01","10016","EMP-16","Supervisor-4","P10029","Product-29","171","129","22059"
"2019-01-02","2019","2019-01","10016","EMP-16","Supervisor-4","P10030","Product-30","193","20","3860"
"2019-01-02","2019","2019-01","10017","EMP-17","Supervisor-4","P10014","Product-14","89","150","13350"
"2019-01-02","2019","2019-01","10017","EMP-17","Supervisor-4","P10015","Product-15","64","122","7808"
"2019-01-02","2019","2019-01","10017","EMP-17","Supervisor-4","P10016","Product-16","109","92","10028"
"2019-01-02","2019","2019-01","10018","EMP-18","Supervisor-4","P10013","Product-13","137","97","13289"
"2019-01-02","2019","2019-01","10018","EMP-18","Supervisor-4","P10013","Product-13","121","97","11737"
"2019-01-02","2019","2019-01","10018","EMP-18","Supervisor-4","P10015","Product-15","122","122","14884"
"2019-01-02","2019","2019-01","10019","EMP-19","Supervisor-4","P10006","Product-6","238","113","26894"
"2019-01-02","2019","2019-01","10019","EMP-19","Supervisor-4","P10023","Product-23","85","23","1955"
"2019-01-02","2019","2019-01","10020","EMP-20","Supervisor-4","P10019","Product-19","224","79","17696"
"2019-01-03","2019","2019-01","10001","EMP-1","Supervisor-1","P10008","Product-8","236","68","16048"
"2019-01-03","2019","2019-01","10003","EMP-3","Supervisor-1","P10025","Product-25","129","85","10965"
"2019-01-03","2019","2019-01","10004","EMP-4","Supervisor-1","P10024","Product-24","294","68","19992"
"2019-01-03","2019","2019-01","10005","EMP-5","Supervisor-1","P10008","Product-8","79","68","5372"
"2019-01-03","2019","2019-01","10006","EMP-6","Supervisor-1","P10015","Product-15","147","122","17934"
"2019-01-03","2019","2019-01","10006","EMP-6","Supervisor-1","P10028","Product-28","115","107","12305"
"2019-01-03","2019","2019-01","10006","EMP-6","Supervisor-1","P10028","Product-28","148","107","15836"
"2019-01-03","2019","2019-01","10007","EMP-7","Supervisor-2","P10008","Product-8","298","68","20264"
"2019-01-03","2019","2019-01","10007","EMP-7","Supervisor-2","P10016","Product-16","68","92","6256"
"2019-01-03","2019","2019-01","10007","EMP-7","Supervisor-2","P10021","Product-21","112","141","15792"
"2019-01-03","2019","2019-01","10007","EMP-7","Supervisor-2","P10028","Product-28","296","107","31672"
"2019-01-03","2019","2019-01","10008","EMP-8","Supervisor-2","P10020","Product-20","110","70","7700"
"2019-01-03","2019","2019-01","10008","EMP-8","Supervisor-2","P10023","Product-23","242","23","5566"
"2019-01-03","2019","2019-01","10008","EMP-8","Supervisor-2","P10024","Product-24","280","68","19040"
"2019-01-03","2019","2019-01","10008","EMP-8","Supervisor-2","P10028","Product-28","78","107","8346"
"2019-01-03","2019","2019-01","10009","EMP-9","Supervisor-2","P10005","Product-5","179","44","7876"
"2019-01-03","2019","2019-01","10009","EMP-9","Supervisor-2","P10011","Product-11","167","23","3841"
"2019-01-03","2019","2019-01","10009","EMP-9","Supervisor-2","P10012","Product-12","300","88","26400"
"2019-01-03","2019","2019-01","10009","EMP-9","Supervisor-2","P10024","Product-24","189","68","12852"
"2019-01-03","2019","2019-01","10010","EMP-10","Supervisor-2","P10002","Product-2","239","114","27246"
"2019-01-03","2019","2019-01","10010","EMP-10","Supervisor-2","P10003","Product-3","159","39","6201"
"2019-01-03","2019","2019-01","10010","EMP-10","Supervisor-2","P10016","Product-16","91","92","8372"
"2019-01-03","2019","2019-01","10010","EMP-10","Supervisor-2","P10020","Product-20","175","70","12250"
"2019-01-03","2019","2019-01","10010","EMP-10","Supervisor-2","P10022","Product-22","300","87","26100"
"2019-01-03","2019","2019-01","10010","EMP-10","Supervisor-2","P10024","Product-24","247","68","16796"
"2019-01-03","2019","2019-01","10010","EMP-10","Supervisor-2","P10026","Product-26","138","110","15180"
"2019-01-03","2019","2019-01","10010","EMP-10","Supervisor-2","P10029","Product-29","196","129","25284"
"2019-01-03","2019","2019-01","10011","EMP-11","Supervisor-3","P10002","Product-2","105","114","11970"
"2019-01-03","2019","2019-01","10011","EMP-11","Supervisor-3","P10012","Product-12","245","88","21560"
"2019-01-03","2019","2019-01","10011","EMP-11","Supervisor-3","P10014","Product-14","238","150","35700"
"2019-01-03","2019","2019-01","10011","EMP-11","Supervisor-3","P10016","Product-16","64","92","5888"
"2019-01-03","2019","2019-01","10011","EMP-11","Supervisor-3","P10017","Product-17","232","116","26912"
"2019-01-03","2019","2019-01","10011","EMP-11","Supervisor-3","P10025","Product-25","205","85","17425"
"2019-01-03","2019","2019-01","10012","EMP-12","Supervisor-3","P10017","Product-17","62","116","7192"
"2019-01-03","2019","2019-01","10013","EMP-13","Supervisor-3","P10005","Product-5","94","44","4136"
"2019-01-03","2019","2019-01","10013","EMP-13","Supervisor-3","P10010","Product-10","107","55","5885"
"2019-01-03","2019","2019-01","10013","EMP-13","Supervisor-3","P10020","Product-20","227","70","15890"
"2019-01-03","2019","2019-01","10013","EMP-13","Supervisor-3","P10024","Product-24","118","68","8024"
"2019-01-03","2019","2019-01","10013","EMP-13","Supervisor-3","P10024","Product-24","113","68","7684"
"2019-01-03","2019","2019-01","10013","EMP-13","Supervisor-3","P10029","Product-29","62","129","7998"
"2019-01-03","2019","2019-01","10014","EMP-14","Supervisor-3","P10014","Product-14","210","150","31500"
"2019-01-03","2019","2019-01","10014","EMP-14","Supervisor-3","P10016","Product-16","114","92","10488"
"2019-01-03","2019","2019-01","10014","EMP-14","Supervisor-3","P10025","Product-25","171","85","14535"
"2019-01-03","2019","2019-01","10014","EMP-14","Supervisor-3","P10028","Product-28","196","107","20972"
"2019-01-03","2019","2019-01","10015","EMP-15","Supervisor-3","P10002","Product-2","235","114","26790"
"2019-01-03","2019","2019-01","10015","EMP-15","Supervisor-3","P10009","Product-9","237","73","17301"
"2019-01-03","2019","2019-01","10015","EMP-15","Supervisor-3","P10017","Product-17","65","116","7540"
"2019-01-03","2019","2019-01","10015","EMP-15","Supervisor-3","P10019","Product-19","256","79","20224"
"2019-01-03","2019","2019-01","10015","EMP-15","Supervisor-3","P10020","Product-20","96","70","6720"
"2019-01-03","2019","2019-01","10016","EMP-16","Supervisor-4","P10005","Product-5","97","44","4268"
"2019-01-03","2019","2019-01","10016","EMP-16","Supervisor-4","P10010","Product-10","281","55","15455"
"2019-01-03","2019","2019-01","10017","EMP-17","Supervisor-4","P10009","Product-9","72","73","5256"
"2019-01-03","2019","2019-01","10018","EMP-18","Supervisor-4","P10001","Product-1","148","60","8880"
"2019-01-03","2019","2019-01","10018","EMP-18","Supervisor-4","P10003","Product-3","128","39","4992"
"2019-01-03","2019","2019-01","10018","EMP-18","Supervisor-4","P10030","Product-30","167","20","3340"
"2019-01-03","2019","2019-01","10019","EMP-19","Supervisor-4","P10021","Product-21","224","141","31584"
"2019-01-03","2019","2019-01","10019","EMP-19","Supervisor-4","P10022","Product-22","227","87","19749"
"2019-01-03","2019","2019-01","10019","EMP-19","Supervisor-4","P10024","Product-24","57","68","3876"
"2019-01-03","2019","2019-01","10019","EMP-19","Supervisor-4","P10027","Product-27","300","139","41700"
"2019-01-04","2019","2019-01","10001","EMP-1","Supervisor-1","P10018","Product-18","78","29","2262"
"2019-01-04","2019","2019-01","10001","EMP-1","Supervisor-1","P10025","Product-25","290","85","24650"
"2019-01-04","2019","2019-01","10002","EMP-2","Supervisor-1","P10012","Product-12","193","88","16984"
"2019-01-04","2019","2019-01","10002","EMP-2","Supervisor-1","P10014","Product-14","62","150","9300"
"2019-01-04","2019","2019-01","10002","EMP-2","Supervisor-1","P10016","Product-16","199","92","18308"
"2019-01-04","2019","2019-01","10002","EMP-2","Supervisor-1","P10017","Product-17","192","116","22272"
"2019-01-04","2019","2019-01","10002","EMP-2","Supervisor-1","P10019","Product-19","128","79","10112"
"2019-01-04","2019","2019-01","10002","EMP-2","Supervisor-1","P10022","Product-22","161","87","14007"
"2019-01-04","2019","2019-01","10002","EMP-2","Supervisor-1","P10026","Product-26","161","110","17710"
"2019-01-04","2019","2019-01","10003","EMP-3","Supervisor-1","P10012","Product-12","289","88","25432"
"2019-01-04","2019","2019-01","10003","EMP-3","Supervisor-1","P10025","Product-25","145","85","12325"
"2019-01-04","2019","2019-01","10003","EMP-3","Supervisor-1","P10030","Product-30","136","20","2720"
"2019-01-04","2019","2019-01","10004","EMP-4","Supervisor-1","P10006","Product-6","222","113","25086"
"2019-01-04","2019","2019-01","10004","EMP-4","Supervisor-1","P10020","Product-20","280","70","19600"
"2019-01-04","2019","2019-01","10004","EMP-4","Supervisor-1","P10025","Product-25","184","85","15640"
"2019-01-04","2019","2019-01","10005","EMP-5","Supervisor-1","P10004","Product-4","69","84","5796"
"2019-01-04","2019","2019-01","10006","EMP-6","Supervisor-1","P10004","Product-4","103","84","8652"
"2019-01-04","2019","2019-01","10006","EMP-6","Supervisor-1","P10014","Product-14","272","150","40800"
"2019-01-04","2019","2019-01","10007","EMP-7","Supervisor-2","P10007","Product-7","157","145","22765"
"2019-01-04","2019","2019-01","10007","EMP-7","Supervisor-2","P10011","Product-11","275","23","6325"
"2019-01-04","2019","2019-01","10007","EMP-7","Supervisor-2","P10015","Product-15","220","122","26840"
"2019-01-04","2019","2019-01","10007","EMP-7","Supervisor-2","P10016","Product-16","85","92","7820"
"2019-01-04","2019","2019-01","10007","EMP-7","Supervisor-2","P10017","Product-17","233","116","27028"
"2019-01-04","2019","2019-01","10007","EMP-7","Supervisor-2","P10022","Product-22","240","87","20880"
"2019-01-04","2019","2019-01","10007","EMP-7","Supervisor-2","P10023","Product-23","96","23","2208"
"2019-01-04","2019","2019-01","10008","EMP-8","Supervisor-2","P10001","Product-1","57","60","3420"
"2019-01-04","2019","2019-01","10008","EMP-8","Supervisor-2","P10019","Product-19","268","79","21172"
"2019-01-04","2019","2019-01","10008","EMP-8","Supervisor-2","P10021","Product-21","60","141","8460"
"2019-01-04","2019","2019-01","10008","EMP-8","Supervisor-2","P10021","Product-21","176","141","24816"
"2019-01-04","2019","2019-01","10009","EMP-9","Supervisor-2","P10006","Product-6","216","113","24408"
"2019-01-04","2019","2019-01","10009","EMP-9","Supervisor-2","P10025","Product-25","181","85","15385"
"2019-01-04","2019","2019-01","10010","EMP-10","Supervisor-2","P10017","Product-17","192","116","22272"
"2019-01-04","2019","2019-01","10010","EMP-10","Supervisor-2","P10023","Product-23","196","23","4508"
"2019-01-04","2019","2019-01","10010","EMP-10","Supervisor-2","P10025","Product-25","162","85","13770"
"2019-01-04","2019","2019-01","10012","EMP-12","Supervisor-3","P10011","Product-11","67","23","1541"
"2019-01-04","2019","2019-01","10012","EMP-12","Supervisor-3","P10014","Product-14","225","150","33750"
"2019-01-04","2019","2019-01","10012","EMP-12","Supervisor-3","P10020","Product-20","53","70","3710"
"2019-01-04","2019","2019-01","10013","EMP-13","Supervisor-3","P10001","Product-1","173","60","10380"
"2019-01-04","2019","2019-01","10013","EMP-13","Supervisor-3","P10002","Product-2","251","114","28614"
"2019-01-04","2019","2019-01","10014","EMP-14","Supervisor-3","P10007","Product-7","230","145","33350"
"2019-01-04","2019","2019-01","10014","EMP-14","Supervisor-3","P10019","Product-19","197","79","15563"
"2019-01-04","2019","2019-01","10014","EMP-14","Supervisor-3","P10023","Product-23","241","23","5543"
"2019-01-04","2019","2019-01","10014","EMP-14","Supervisor-3","P10026","Product-26","149","110","16390"
"2019-01-04","2019","2019-01","10015","EMP-15","Supervisor-3","P10015","Product-15","187","122","22814"
"2019-01-04","2019","2019-01","10016","EMP-16","Supervisor-4","P10004","Product-4","290","84","24360"
"2019-01-04","2019","2019-01","10016","EMP-16","Supervisor-4","P10005","Product-5","243","44","10692"
"2019-01-04","2019","2019-01","10016","EMP-16","Supervisor-4","P10009","Product-9","232","73","16936"
"2019-01-04","2019","2019-01","10016","EMP-16","Supervisor-4","P10015","Product-15","214","122","26108"
"2019-01-04","2019","2019-01","10016","EMP-16","Supervisor-4","P10023","Product-23","254","23","5842"
"2019-01-04","2019","2019-01","10017","EMP-17","Supervisor-4","P10014","Product-14","118","150","17700"
"2019-01-04","2019","2019-01","10018","EMP-18","Supervisor-4","P10015","Product-15","288","122","35136"
"2019-01-04","2019","2019-01","10019","EMP-19","Supervisor-4","P10001","Product-1","224","60","13440"
"2019-01-04","2019","2019-01","10019","EMP-19","Supervisor-4","P10002","Product-2","51","114","5814"
"2019-01-04","2019","2019-01","10019","EMP-19","Supervisor-4","P10004","Product-4","276","84","23184"
"2019-01-04","2019","2019-01","10019","EMP-19","Supervisor-4","P10019","Product-19","97","79","7663"
"2019-01-04","2019","2019-01","10020","EMP-20","Supervisor-4","P10003","Product-3","158","39","6162"
"2019-01-04","2019","2019-01","10020","EMP-20","Supervisor-4","P10013","Product-13","233","97","22601"
"2019-01-04","2019","2019-01","10020","EMP-20","Supervisor-4","P10026","Product-26","294","110","32340"
"2019-01-04","2019","2019-01","10020","EMP-20","Supervisor-4","P10028","Product-28","235","107","25145"
"2019-01-05","2019","2019-01","10001","EMP-1","Supervisor-1","P10011","Product-11","118","23","2714"
"2019-01-05","2019","2019-01","10001","EMP-1","Supervisor-1","P10015","Product-15","300","122","36600"
"2019-01-05","2019","2019-01","10001","EMP-1","Supervisor-1","P10016","Product-16","300","92","27600"
"2019-01-05","2019","2019-01","10001","EMP-1","Supervisor-1","P10016","Product-16","223","92","20516"
"2019-01-05","2019","2019-01","10001","EMP-1","Supervisor-1","P10028","Product-28","202","107","21614"
"2019-01-05","2019","2019-01","10002","EMP-2","Supervisor-1","P10005","Product-5","144","44","6336"
"2019-01-05","2019","2019-01","10002","EMP-2","Supervisor-1","P10009","Product-9","232","73","16936"
"2019-01-05","2019","2019-01","10002","EMP-2","Supervisor-1","P10010","Product-10","290","55","15950"
"2019-01-05","2019","2019-01","10002","EMP-2","Supervisor-1","P10018","Product-18","232","29","6728"
"2019-01-05","2019","2019-01","10002","EMP-2","Supervisor-1","P10018","Product-18","117","29","3393"
"2019-01-05","2019","2019-01","10002","EMP-2","Supervisor-1","P10018","Product-18","256","29","7424"
"2019-01-05","2019","2019-01","10002","EMP-2","Supervisor-1","P10030","Product-30","236","20","4720"
"2019-01-05","2019","2019-01","10003","EMP-3","Supervisor-1","P10013","Product-13","198","97","19206"
"2019-01-05","2019","2019-01","10003","EMP-3","Supervisor-1","P10014","Product-14","186","150","27900"
"2019-01-05","2019","2019-01","10003","EMP-3","Supervisor-1","P10030","Product-30","258","20","5160"
"2019-01-05","2019","2019-01","10004","EMP-4","Supervisor-1","P10007","Product-7","80","145","11600"
"2019-01-05","2019","2019-01","10004","EMP-4","Supervisor-1","P10015","Product-15","116","122","14152"
"2019-01-05","2019","2019-01","10004","EMP-4","Supervisor-1","P10018","Product-18","65","29","1885"
"2019-01-05","2019","2019-01","10005","EMP-5","Supervisor-1","P10013","Product-13","188","97","18236"
"2019-01-05","2019","2019-01","10005","EMP-5","Supervisor-1","P10020","Product-20","286","70","20020"
"2019-01-05","2019","2019-01","10006","EMP-6","Supervisor-1","P10003","Product-3","155","39","6045"
"2019-01-05","2019","2019-01","10006","EMP-6","Supervisor-1","P10017","Product-17","186","116","21576"
"2019-01-05","2019","2019-01","10006","EMP-6","Supervisor-1","P10019","Product-19","213","79","16827"
"2019-01-05","2019","2019-01","10007","EMP-7","Supervisor-2","P10003","Product-3","166","39","6474"
"2019-01-05","2019","2019-01","10007","EMP-7","Supervisor-2","P10004","Product-4","285","84","23940"
"2019-01-05","2019","2019-01","10007","EMP-7","Supervisor-2","P10006","Product-6","271","113","30623"
"2019-01-05","2019","2019-01","10007","EMP-7","Supervisor-2","P10021","Product-21","103","141","14523"
"2019-01-05","2019","2019-01","10007","EMP-7","Supervisor-2","P10021","Product-21","170","141","23970"
"2019-01-05","2019","2019-01","10007","EMP-7","Supervisor-2","P10026","Product-26","298","110","32780"
"2019-01-05","2019","2019-01","10008","EMP-8","Supervisor-2","P10007","Product-7","191","145","27695"
"2019-01-05","2019","2019-01","10008","EMP-8","Supervisor-2","P10021","Product-21","91","141","12831"
"2019-01-05","2019","2019-01","10009","EMP-9","Supervisor-2","P10001","Product-1","225","60","13500"
"2019-01-05","2019","2019-01","10009","EMP-9","Supervisor-2","P10017","Product-17","88","116","10208"
"2019-01-05","2019","2019-01","10009","EMP-9","Supervisor-2","P10017","Product-17","85","116","9860"
"2019-01-05","2019","2019-01","10009","EMP-9","Supervisor-2","P10024","Product-24","199","68","13532"
"2019-01-05","2019","2019-01","10011","EMP-11","Supervisor-3","P10018","Product-18","256","29","7424"
"2019-01-05","2019","2019-01","10011","EMP-11","Supervisor-3","P10018","Product-18","209","29","6061"
"2019-01-05","2019","2019-01","10012","EMP-12","Supervisor-3","P10002","Product-2","199","114","22686"
"2019-01-05","2019","2019-01","10012","EMP-12","Supervisor-3","P10004","Product-4","143","84","12012"
"2019-01-05","2019","2019-01","10012","EMP-12","Supervisor-3","P10012","Product-12","211","88","18568"
"2019-01-05","2019","2019-01","10012","EMP-12","Supervisor-3","P10024","Product-24","67","68","4556"
