"Date","EMP ID","Product ID","Unit Sold"
"2019-01-05","10012","P10002","199"
"2019-01-05","10017","P10008","285"
"2019-01-05","10002","P10018","117"
"2019-01-05","10007","P10021","103"
"2019-01-05","10004","P10018","65"
"2019-01-05","10014","P10015","197"
"2019-01-05","10009","P10024","199"
"2019-01-05","10002","P10030","236"
"2019-01-05","10006","P10017","186"
"2019-01-05","10016","P10019","197"
"2019-01-05","10009","P10001","225"
"2019-01-05","10007","P10006","271"
"2019-01-05","10001","P10016","223"
"2019-01-05","10001","P10011","118"
"2019-01-05","10014","P10021","275"
"2019-01-05","10002","P10009","232"
"2019-01-05","10006","P10019","213"
"2019-01-05","10009","P10017","85"
"2019-01-05","10002","P10018","256"
"2019-01-05","10006","P10003","155"
"2019-01-05","10008","P10007","191"
"2019-01-05","10003","P10014","186"
"2019-01-05","10017","P10028","179"
"2019-01-05","10008","P10021","91"
"2019-01-05","10011","P10018","256"
"2019-01-05","10020","P10029","210"
"2019-01-05","10014","P10028","177"
"2019-01-06","10018","P10022","269"
"2019-01-06","10010","P10018","251"
"2019-01-06","10015","P10020","164"
"2019-01-06","10004","P10014","148"
"2019-01-06","10014","P10005","277"
"2019-01-06","10008","P10026","258"
"2019-01-06","10002","P10014","56"
"2019-01-06","10002","P10009","250"
"2019-01-06","10016","P10020","140"
"2019-01-06","10015","P10002","75"
"2019-01-06","10003","P10029","169"
"2019-01-06","10019","P10007","256"
"2019-01-06","10001","P10019","274"
"2019-01-06","10017","P10004","235"
"2019-01-06","10012","P10024","66"
"2019-01-06","10014","P10017","295"
"2019-01-06","10018","P10004","202"
"2019-01-06","10015","P10002","112"
"2019-01-06","10008","P10019","100"
"2019-01-06","10019","P10020","161"
"2019-01-06","10005","P10024","293"
"2019-01-06","10020","P10018","289"
"2019-01-06","10017","P10011","182"
"2019-01-06","10015","P10024","86"
"2019-01-06","10004","P10002","298"
"2019-01-06","10007","P10007","190"
"2019-01-06","10019","P10003","195"
"2019-01-06","10009","P10005","137"
"2019-01-06","10017","P10001","151"
"2019-01-06","10018","P10011","205"
"2019-01-06","10002","P10024","165"
"2019-01-06","10018","P10016","267"
"2019-01-06","10004","P10002","194"
"2019-01-06","10012","P10027","119"
"2019-01-06","10007","P10030","62"
"2019-01-06","10008","P10026","67"
"2019-01-06","10017","P10020","130"
"2019-01-06","10005","P10025","184"
"2019-01-06","10008","P10008","267"
"2019-01-06","10002","P10027","155"
"2019-01-06","10016","P10020","78"
"2019-01-06","10015","P10018","126"
"2019-01-06","10015","P10016","206"
"2019-01-06","10001","P10015","122"
"2019-01-06","10015","P10026","201"
"2019-01-06","10019","P10011","164"
"2019-01-06","10012","P10018","96"
"2019-01-06","10004","P10008","137"
"2019-01-06","10009","P10029","188"
"2019-01-06","10009","P10027","272"
"2019-01-06","10018","P10001","137"
"2019-01-06","10005","P10024","215"
"2019-01-06","10020","P10028","298"
"2019-01-06","10010","P10016","55"
"2019-01-06","10012","P10005","156"
"2019-01-06","10003","P10001","261"
"2019-01-06","10020","P10016","155"
"2019-01-06","10006","P10017","244"
"2019-01-06","10001","P10008","267"
"2019-01-07","10004","P10009","143"
"2019-01-07","10008","P10011","131"
"2019-01-07","10004","P10019","222"
"2019-01-07","10006","P10017","76"
"2019-01-07","10005","P10008","281"
"2019-01-07","10003","P10010","209"
"2019-01-07","10013","P10016","294"
"2019-01-07","10017","P10017","156"
"2019-01-07","10018","P10027","194"
"2019-01-07","10015","P10024","236"
"2019-01-07","10013","P10028","249"
"2019-01-07","10014","P10008","154"
"2019-01-07","10001","P10005","141"
"2019-01-07","10012","P10007","260"
"2019-01-07","10011","P10015","113"
"2019-01-07","10010","P10027","197"
"2019-01-07","10006","P10014","202"
"2019-01-07","10001","P10011","153"
"2019-01-07","10019","P10013","132"
"2019-01-07","10018","P10026","182"
"2019-01-07","10009","P10029","72"
"2019-01-07","10005","P10021","129"
"2019-01-07","10020","P10008","243"
"2019-01-07","10014","P10008","298"
"2019-01-07","10007","P10023","119"
"2019-01-07","10017","P10022","293"
"2019-01-07","10001","P10009","272"
"2019-01-07","10018","P10015","300"
"2019-01-07","10013","P10018","220"
"2019-01-07","10020","P10027","287"
"2019-01-07","10011","P10025","63"
"2019-01-07","10013","P10001","101"
"2019-01-07","10011","P10027","137"
"2019-01-07","10020","P10026","101"
"2019-01-07","10008","P10018","272"
"2019-01-07","10003","P10027","266"
"2019-01-07","10009","P10012","107"
"2019-01-07","10010","P10006","185"
"2019-01-07","10009","P10006","174"
"2019-01-07","10003","P10001","247"
"2019-01-07","10012","P10004","130"
"2019-01-07","10013","P10019","290"
"2019-01-07","10017","P10030","204"
"2019-01-07","10008","P10027","288"
"2019-01-07","10018","P10019","297"
"2019-01-07","10001","P10020","73"
"2019-01-07","10015","P10015","183"
"2019-01-07","10005","P10028","200"
"2019-01-07","10020","P10008","187"
"2019-01-07","10015","P10022","95"
"2019-01-07","10009","P10018","83"
"2019-01-07","10014","P10025","178"
"2019-01-07","10001","P10014","266"
"2019-01-07","10003","P10013","79"
"2019-01-07","10011","P10004","102"
"2019-01-07","10018","P10021","276"
"2019-01-07","10010","P10025","287"
"2019-01-07","10011","P10026","292"
"2019-01-07","10012","P10013","168"
"2019-01-08","10005","P10004","159"
"2019-01-08","10016","P10028","244"
"2019-01-08","10004","P10016","96"
"2019-01-08","10014","P10004","272"
"2019-01-08","10004","P10022","186"
"2019-01-08","10010","P10008","66"
"2019-01-08","10014","P10011","292"
"2019-01-08","10020","P10004","205"
"2019-01-08","10003","P10009","275"
"2019-01-08","10008","P10028","195"
"2019-01-08","10012","P10007","257"
"2019-01-08","10006","P10007","180"
"2019-01-08","10015","P10017","200"
"2019-01-08","10016","P10013","216"
"2019-01-08","10010","P10001","248"
"2019-01-08","10015","P10023","180"
"2019-01-08","10007","P10009","166"
"2019-01-08","10006","P10014","249"
"2019-01-08","10006","P10007","277"
"2019-01-08","10016","P10011","122"
"2019-01-08","10017","P10027","79"
"2019-01-08","10001","P10022","147"
"2019-01-08","10004","P10020","187"
"2019-01-08","10015","P10011","97"
"2019-01-08","10005","P10003","92"
"2019-01-08","10007","P10001","261"
"2019-01-08","10009","P10004","255"
"2019-01-08","10011","P10007","258"
"2019-01-08","10015","P10028","190"
"2019-01-08","10013","P10002","76"
"2019-01-08","10015","P10024","157"
"2019-01-08","10003","P10007","220"
"2019-01-08","10006","P10001","93"
"2019-01-08","10002","P10029","63"
"2019-01-08","10010","P10014","179"
"2019-01-08","10018","P10013","207"
"2019-01-08","10012","P10021","84"
"2019-01-08","10008","P10016","86"
"2019-01-08","10002","P10029","285"
"2019-01-08","10010","P10019","190"
"2019-01-08","10011","P10018","66"
"2019-01-08","10016","P10002","97"
"2019-01-08","10019","P10010","224"
"2019-01-08","10001","P10022","214"
"2019-01-08","10003","P10025","104"
"2019-01-08","10002","P10008","75"
"2019-01-08","10013","P10011","282"
"2019-01-08","10006","P10001","236"
"2019-01-08","10004","P10004","116"
"2019-01-08","10011","P10029","76"
"2019-01-08","10012","P10015","273"
"2019-01-08","10018","P10020","234"
"2019-01-08","10008","P10020","181"
"2019-01-08","10011","P10005","133"
"2019-01-08","10005","P10007","143"
"2019-01-08","10001","P10024","249"
"2019-01-08","10008","P10008","224"
"2019-01-08","10006","P10020","202"
"2019-01-08","10015","P10028","233"
"2019-01-09","10002","P10002","189"
"2019-01-09","10016","P10012","231"
"2019-01-09","10008","P10009","211"
"2019-01-09","10017","P10018","98"
"2019-01-09","10009","P10010","114"
"2019-01-09","10006","P10005","254"
"2019-01-09","10004","P10024","241"
"2019-01-09","10011","P10010","289"
"2019-01-09","10006","P10008","179"
"2019-01-09","10014","P10010","67"
"2019-01-09","10008","P10009","185"
"2019-01-09","10014","P10018","207"
"2019-01-09","10012","P10025","294"
"2019-01-09","10005","P10018","57"
"2019-01-09","10017","P10024","178"
"2019-01-09","10010","P10003","278"
"2019-01-09","10007","P10030","275"
"2019-01-09","10013","P10030","92"
"2019-01-09","10008","P10012","269"
"2019-01-09","10009","P10022","197"
"2019-01-09","10012","P10028","139"
"2019-01-09","10010","P10021","265"
"2019-01-09","10007","P10027","100"
"2019-01-09","10002","P10024","175"
"2019-01-09","10011","P10024","77"
"2019-01-09","10012","P10007","212"
"2019-01-09","10019","P10024","147"
"2019-01-09","10010","P10011","50"
"2019-01-09","10019","P10008","217"
"2019-01-09","10008","P10019","67"
"2019-01-09","10005","P10011","162"
"2019-01-09","10002","P10023","229"
"2019-01-09","10004","P10002","295"
"2019-01-09","10007","P10001","90"
"2019-01-09","10008","P10026","152"
"2019-01-09","10014","P10028","206"
"2019-01-09","10015","P10028","218"
"2019-01-09","10020","P10012","198"
"2019-01-09","10011","P10029","263"
"2019-01-09","10020","P10024","113"
"2019-01-09","10020","P10012","179"
"2019-01-09","10016","P10005","128"
"2019-01-09","10008","P10009","60"
"2019-01-09","10009","P10005","130"
"2019-01-09","10006","P10020","106"
"2019-01-09","10014","P10007","179"
"2019-01-09","10016","P10007","186"
"2019-01-09","10017","P10008","123"
"2019-01-09","10010","P10027","192"
"2019-01-09","10001","P10024","154"
"2019-01-09","10013","P10029","100"
"2019-01-09","10012","P10012","281"
"2019-01-09","10002","P10003","201"
"2019-01-09","10020","P10028","180"
"2019-01-09","10007","P10026","84"
"2019-01-09","10017","P10012","144"
"2019-01-09","10013","P10001","287"
"2019-01-09","10001","P10021","53"
"2019-01-09","10012","P10018","101"
"2019-01-10","10011","P10001","245"
"2019-01-10","10019","P10025","147"
"2019-01-10","10005","P10017","289"
"2019-01-10","10018","P10017","277"
"2019-01-10","10017","P10017","225"
"2019-01-10","10009","P10021","111"
"2019-01-10","10002","P10028","279"
"2019-01-10","10009","P10028","237"
"2019-01-10","10001","P10011","218"
"2019-01-10","10018","P10006","244"
"2019-01-10","10012","P10027","221"
"2019-01-10","10006","P10011","64"
"2019-01-10","10018","P10004","145"
"2019-01-10","10010","P10012","105"
"2019-01-10","10006","P10008","96"
"2019-01-10","10011","P10018","187"
"2019-01-10","10007","P10010","62"
"2019-01-10","10018","P10022","121"
"2019-01-10","10011","P10013","85"
"2019-01-10","10014","P10028","84"
"2019-01-10","10012","P10019","298"
"2019-01-10","10009","P10015","66"
"2019-01-10","10010","P10015","110"
"2019-01-10","10008","P10024","248"
"2019-01-10","10015","P10024","104"
"2019-01-10","10001","P10008","84"
"2019-01-10","10004","P10009","143"
"2019-01-10","10016","P10016","102"
"2019-01-10","10004","P10009","103"
"2019-01-10","10017","P10016","219"
"2019-01-10","10020","P10029","75"
"2019-01-10","10006","P10004","93"
"2019-01-10","10003","P10015","254"
"2019-01-10","10007","P10027","183"
"2019-01-10","10001","P10025","86"
"2019-01-10","10001","P10018","293"
"2019-01-10","10002","P10019","197"
"2019-01-10","10006","P10008","242"
"2019-01-10","10011","P10016","111"
"2019-01-10","10007","P10003","144"
"2019-01-10","10001","P10006","120"
"2019-01-10","10012","P10004","272"
"2019-01-10","10010","P10030","68"
"2019-01-10","10020","P10027","157"
"2019-01-10","10010","P10003","206"
"2019-01-10","10008","P10004","232"
"2019-01-10","10014","P10026","300"
"2019-01-10","10012","P10020","177"
"2019-01-10","10005","P10025","158"
"2019-01-10","10014","P10013","107"
"2019-01-10","10019","P10026","125"
"2019-01-10","10019","P10030","125"
"2019-01-10","10013","P10003","188"
"2019-01-10","10016","P10030","162"
"2019-01-10","10010","P10012","117"
"2019-01-10","10013","P10026","143"
"2019-01-10","10007","P10004","113"
"2019-01-10","10011","P10024","200"
"2019-01-10","10004","P10016","75"
"2019-01-11","10015","P10016","263"
"2019-01-11","10011","P10030","300"
"2019-01-11","10005","P10003","118"
"2019-01-11","10019","P10023","101"
"2019-01-11","10004","P10020","198"
"2019-01-11","10011","P10025","269"
"2019-01-11","10006","P10030","101"
"2019-01-11","10011","P10016","117"
"2019-01-11","10014","P10026","239"
"2019-01-11","10002","P10026","207"
"2019-01-11","10007","P10019","132"
"2019-01-11","10013","P10017","154"
"2019-01-11","10011","P10022","105"
"2019-01-11","10018","P10006","252"
"2019-01-11","10008","P10005","218"
"2019-01-11","10006","P10004","180"
"2019-01-11","10014","P10023","205"
"2019-01-11","10018","P10026","204"
"2019-01-11","10013","P10004","271"
"2019-01-11","10018","P10018","236"
"2019-01-11","10020","P10005","63"
"2019-01-11","10018","P10025","115"
"2019-01-11","10011","P10018","95"
"2019-01-11","10015","P10011","71"
"2019-01-11","10012","P10009","65"
"2019-01-11","10019","P10003","70"
"2019-01-11","10007","P10029","215"
"2019-01-11","10014","P10003","100"
"2019-01-11","10017","P10007","188"
"2019-01-11","10014","P10006","181"
"2019-01-11","10003","P10002","284"
"2019-01-11","10009","P10016","237"
"2019-01-11","10007","P10016","64"
"2019-01-11","10009","P10024","111"
"2019-01-11","10013","P10010","218"
"2019-01-11","10004","P10011","271"
"2019-01-11","10005","P10011","74"
"2019-01-11","10013","P10030","98"
"2019-01-11","10004","P10016","281"
"2019-01-11","10010","P10025","125"
"2019-01-11","10004","P10003","224"
"2019-01-11","10005","P10013","199"
"2019-01-11","10005","P10026","171"
"2019-01-11","10014","P10019","104"
"2019-01-11","10013","P10007","268"
"2019-01-11","10003","P10017","129"
"2019-01-11","10002","P10019","267"
"2019-01-11","10002","P10007","63"
"2019-01-11","10012","P10015","160"
"2019-01-11","10013","P10015","231"
"2019-01-11","10014","P10003","181"
"2019-01-11","10020","P10030","219"
"2019-01-11","10009","P10009","260"
"2019-01-11","10008","P10024","219"
"2019-01-11","10007","P10016","257"
"2019-01-11","10017","P10017","155"
"2019-01-11","10020","P10015","203"
"2019-01-11","10009","P10022","98"
"2019-01-11","10008","P10017","269"
"2019-01-12","10005","P10021","270"
"2019-01-12","10002","P10015","54"
"2019-01-12","10013","P10021","119"
"2019-01-12","10001","P10011","240"
"2019-01-12","10008","P10001","271"
"2019-01-12","10007","P10018","150"
"2019-01-12","10001","P10030","190"
"2019-01-12","10016","P10018","205"
"2019-01-12","10006","P10009","269"
"2019-01-12","10016","P10017","208"
"2019-01-12","10017","P10005","66"
"2019-01-12","10005","P10009","188"
"2019-01-12","10001","P10008","128"
"2019-01-12","10008","P10020","110"
"2019-01-12","10004","P10029","211"
"2019-01-12","10002","P10016","285"
"2019-01-12","10014","P10019","257"
"2019-01-12","10015","P10024","138"
"2019-01-12","10017","P10017","84"
"2019-01-12","10017","P10015","235"
"2019-01-12","10013","P10028","112"
"2019-01-12","10010","P10016","230"
"2019-01-12","10008","P10016","271"
"2019-01-12","10005","P10007","283"
"2019-01-12","10018","P10025","293"
"2019-01-12","10020","P10030","291"
"2019-01-12","10005","P10021","201"
"2019-01-12","10020","P10025","196"
"2019-01-12","10003","P10029","179"
"2019-01-12","10020","P10014","225"
"2019-01-12","10008","P10027","242"
"2019-01-12","10016","P10026","251"
"2019-01-12","10004","P10022","274"
"2019-01-12","10013","P10023","158"
"2019-01-12","10008","P10001","296"
"2019-01-12","10016","P10004","261"
"2019-01-12","10009","P10014","257"
"2019-01-12","10011","P10006","230"
"2019-01-12","10004","P10002","238"
"2019-01-12","10004","P10004","94"
"2019-01-12","10017","P10022","205"
"2019-01-12","10014","P10021","61"
"2019-01-12","10012","P10021","238"
"2019-01-12","10010","P10004","183"
"2019-01-12","10007","P10021","157"
"2019-01-12","10004","P10023","123"
"2019-01-12","10019","P10003","154"
"2019-01-12","10005","P10014","152"
"2019-01-12","10010","P10019","254"
"2019-01-12","10016","P10027","84"
"2019-01-12","10013","P10023","97"
"2019-01-12","10010","P10023","151"
"2019-01-12","10002","P10015","57"
"2019-01-12","10002","P10020","56"
"2019-01-12","10015","P10007","81"
"2019-01-12","10017","P10023","72"
"2019-01-12","10016","P10027","80"
"2019-01-12","10002","P10015","114"
"2019-01-12","10019","P10003","146"
"2019-01-13","10008","P10013","192"
"2019-01-13","10002","P10026","203"
"2019-01-13","10015","P10008","270"
"2019-01-13","10020","P10020","187"
"2019-01-13","10018","P10025","197"
"2019-01-13","10008","P10017","154"
"2019-01-13","10004","P10015","147"
"2019-01-13","10020","P10021","166"
"2019-01-13","10020","P10030","155"
"2019-01-13","10010","P10026","232"
"2019-01-13","10003","P10018","284"
"2019-01-13","10015","P10025","207"
"2019-01-13","10009","P10009","123"
"2019-01-13","10011","P10018","98"
"2019-01-13","10002","P10021","142"
"2019-01-13","10012","P10021","123"
"2019-01-13","10009","P10010","203"
"2019-01-13","10003","P10023","140"
"2019-01-13","10020","P10009","204"
"2019-01-13","10017","P10011","57"
"2019-01-13","10016","P10027","201"
"2019-01-13","10019","P10005","124"
"2019-01-13","10007","P10024","202"
"2019-01-13","10006","P10004","221"
"2019-01-13","10004","P10024","97"
"2019-01-13","10020","P10010","112"
"2019-01-13","10018","P10002","285"
"2019-01-13","10006","P10019","110"
"2019-01-13","10020","P10018","160"
"2019-01-13","10013","P10030","155"
"2019-01-13","10007","P10002","270"
"2019-01-13","10008","P10010","199"
"2019-01-13","10009","P10020","255"
"2019-01-13","10002","P10011","113"
"2019-01-13","10014","P10001","154"
"2019-01-13","10010","P10030","253"
"2019-01-13","10011","P10014","298"
"2019-01-13","10014","P10029","72"
"2019-01-13","10002","P10009","115"
"2019-01-13","10012","P10005","234"
"2019-01-13","10008","P10017","141"
"2019-01-13","10015","P10003","269"
"2019-01-13","10007","P10016","83"
"2019-01-13","10017","P10029","188"
"2019-01-13","10004","P10012","99"
"2019-01-13","10009","P10016","189"
"2019-01-13","10010","P10017","227"
"2019-01-13","10007","P10012","202"
"2019-01-13","10003","P10023","54"
"2019-01-13","10020","P10012","254"
"2019-01-13","10005","P10021","149"
"2019-01-13","10018","P10005","253"
"2019-01-13","10015","P10009","297"
"2019-01-13","10004","P10027","267"
"2019-01-13","10010","P10013","96"
"2019-01-13","10009","P10010","128"
"2019-01-13","10011","P10028","299"
"2019-01-13","10014","P10017","254"
"2019-01-13","10001","P10029","280"
"2019-01-14","10002","P10017","225"
"2019-01-14","10004","P10025","77"
"2019-01-14","10017","P10012","130"
"2019-01-14","10014","P10004","118"
"2019-01-14","10014","P10026","153"
"2019-01-14","10007","P10028","235"
"2019-01-14","10001","P10021","61"
"2019-01-14","10005","P10017","61"
